TAMANHO;NOME;OBJETO;TIPO;FOTO;FUNDO;LOCAL;PERIODO;NOME_FINAL
3078726;DSCN8423.JPG;COLHER;1;3;BRANCO;INTERNO;DIA;COLHER_1_3_BRANCO_INTERNO_DIA_DSCN8423.JPG
3023077;DSCN8877.JPG;COLHER;1;3;BRANCO;INTERNO;NOITE;COLHER_1_3_BRANCO_INTERNO_NOITE_DSCN8877.JPG
3276025;DSCN7703.JPG;COLHER;1;3;PEDRA;EXTERNO;DIA;COLHER_1_3_PEDRA_EXTERNO_DIA_DSCN7703.JPG
3269169;DSCN9027.JPG;COLHER;1;3;PEDRA;EXTERNO;NOITE;COLHER_1_3_PEDRA_EXTERNO_NOITE_DSCN9027.JPG
3248222;DSCN7835.JPG;COLHER;1;3;TAPETE;EXTERNO;DIA;COLHER_1_3_TAPETE_EXTERNO_DIA_DSCN7835.JPG
3339915;DSCN9120.JPG;COLHER;1;3;TAPETE;EXTERNO;NOITE;COLHER_1_3_TAPETE_EXTERNO_NOITE_DSCN9120.JPG
3264279;DSCN8290.JPG;COLHER;1;3;TAPETE;INTERNO;DIA;COLHER_1_3_TAPETE_INTERNO_DIA_DSCN8290.JPG
3369066;DSCN8734.JPG;COLHER;1;3;TAPETE;INTERNO;NOITE;COLHER_1_3_TAPETE_INTERNO_NOITE_DSCN8734.JPG
3149299;DSCN8141.JPG;COLHER;2;1;ASSOALHO;INTERNO;DIA;COLHER_2_1_ASSOALHO_INTERNO_DIA_DSCN8141.JPG
3087987;DSCN8596.JPG;COLHER;2;1;ASSOALHO;INTERNO;NOITE;COLHER_2_1_ASSOALHO_INTERNO_NOITE_DSCN8596.JPG
3045394;DSCN7964.JPG;COLHER;2;1;BRANCO;EXTERNO;DIA;COLHER_2_1_BRANCO_EXTERNO_DIA_DSCN7964.JPG
3147411;DSCN9220.JPG;COLHER;2;1;BRANCO;EXTERNO;NOITE;COLHER_2_1_BRANCO_EXTERNO_NOITE_DSCN9220.JPG
3071078;DSCN8424.JPG;COLHER;2;1;BRANCO;INTERNO;DIA;COLHER_2_1_BRANCO_INTERNO_DIA_DSCN8424.JPG
3006271;DSCN8878.JPG;COLHER;2;1;BRANCO;INTERNO;NOITE;COLHER_2_1_BRANCO_INTERNO_NOITE_DSCN8878.JPG
3341413;DSCN7707.JPG;COLHER;2;1;PEDRA;EXTERNO;DIA;COLHER_2_1_PEDRA_EXTERNO_DIA_DSCN7707.JPG
3211014;DSCN9028.JPG;COLHER;2;1;PEDRA;EXTERNO;NOITE;COLHER_2_1_PEDRA_EXTERNO_NOITE_DSCN9028.JPG
3237661;DSCN7836.JPG;COLHER;2;1;TAPETE;EXTERNO;DIA;COLHER_2_1_TAPETE_EXTERNO_DIA_DSCN7836.JPG
3210667;DSCN9121.JPG;COLHER;2;1;TAPETE;EXTERNO;NOITE;COLHER_2_1_TAPETE_EXTERNO_NOITE_DSCN9121.JPG
3221052;DSCN8291.JPG;COLHER;2;1;TAPETE;INTERNO;DIA;COLHER_2_1_TAPETE_INTERNO_DIA_DSCN8291.JPG
3224161;DSCN8735.JPG;COLHER;2;1;TAPETE;INTERNO;NOITE;COLHER_2_1_TAPETE_INTERNO_NOITE_DSCN8735.JPG
2955241;DSCN8142.JPG;COLHER;2;2;ASSOALHO;INTERNO;DIA;COLHER_2_2_ASSOALHO_INTERNO_DIA_DSCN8142.JPG
3226791;DSCN8597.JPG;COLHER;2;2;ASSOALHO;INTERNO;NOITE;COLHER_2_2_ASSOALHO_INTERNO_NOITE_DSCN8597.JPG
3048413;DSCN7965.JPG;COLHER;2;2;BRANCO;EXTERNO;DIA;COLHER_2_2_BRANCO_EXTERNO_DIA_DSCN7965.JPG
3119691;DSCN9221.JPG;COLHER;2;2;BRANCO;EXTERNO;NOITE;COLHER_2_2_BRANCO_EXTERNO_NOITE_DSCN9221.JPG
3082956;DSCN8425.JPG;COLHER;2;2;BRANCO;INTERNO;DIA;COLHER_2_2_BRANCO_INTERNO_DIA_DSCN8425.JPG
3002704;DSCN8879.JPG;COLHER;2;2;BRANCO;INTERNO;NOITE;COLHER_2_2_BRANCO_INTERNO_NOITE_DSCN8879.JPG
3317810;DSCN7708.JPG;COLHER;2;2;PEDRA;EXTERNO;DIA;COLHER_2_2_PEDRA_EXTERNO_DIA_DSCN7708.JPG
3156977;DSCN9029.JPG;COLHER;2;2;PEDRA;EXTERNO;NOITE;COLHER_2_2_PEDRA_EXTERNO_NOITE_DSCN9029.JPG
3280338;DSCN7837.JPG;COLHER;2;2;TAPETE;EXTERNO;DIA;COLHER_2_2_TAPETE_EXTERNO_DIA_DSCN7837.JPG
3166538;DSCN9122.JPG;COLHER;2;2;TAPETE;EXTERNO;NOITE;COLHER_2_2_TAPETE_EXTERNO_NOITE_DSCN9122.JPG
3268382;DSCN8292.JPG;COLHER;2;2;TAPETE;INTERNO;DIA;COLHER_2_2_TAPETE_INTERNO_DIA_DSCN8292.JPG
3284341;DSCN8736.JPG;COLHER;2;2;TAPETE;INTERNO;NOITE;COLHER_2_2_TAPETE_INTERNO_NOITE_DSCN8736.JPG
3241685;DSCN8143.JPG;COLHER;2;3;ASSOALHO;INTERNO;DIA;COLHER_2_3_ASSOALHO_INTERNO_DIA_DSCN8143.JPG
3068958;DSCN8598.JPG;COLHER;2;3;ASSOALHO;INTERNO;NOITE;COLHER_2_3_ASSOALHO_INTERNO_NOITE_DSCN8598.JPG
3040757;DSCN7966.JPG;COLHER;2;3;BRANCO;EXTERNO;DIA;COLHER_2_3_BRANCO_EXTERNO_DIA_DSCN7966.JPG
3186795;DSCN9222.JPG;COLHER;2;3;BRANCO;EXTERNO;NOITE;COLHER_2_3_BRANCO_EXTERNO_NOITE_DSCN9222.JPG
3078024;DSCN8426.JPG;COLHER;2;3;BRANCO;INTERNO;DIA;COLHER_2_3_BRANCO_INTERNO_DIA_DSCN8426.JPG
3011289;DSCN8880.JPG;COLHER;2;3;BRANCO;INTERNO;NOITE;COLHER_2_3_BRANCO_INTERNO_NOITE_DSCN8880.JPG
3200906;DSCN7709.JPG;COLHER;2;3;PEDRA;EXTERNO;DIA;COLHER_2_3_PEDRA_EXTERNO_DIA_DSCN7709.JPG
3225659;DSCN9030.JPG;COLHER;2;3;PEDRA;EXTERNO;NOITE;COLHER_2_3_PEDRA_EXTERNO_NOITE_DSCN9030.JPG
3339160;DSCN7838.JPG;COLHER;2;3;TAPETE;EXTERNO;DIA;COLHER_2_3_TAPETE_EXTERNO_DIA_DSCN7838.JPG
3203519;DSCN9123.JPG;COLHER;2;3;TAPETE;EXTERNO;NOITE;COLHER_2_3_TAPETE_EXTERNO_NOITE_DSCN9123.JPG
3239843;DSCN8293.JPG;COLHER;2;3;TAPETE;INTERNO;DIA;COLHER_2_3_TAPETE_INTERNO_DIA_DSCN8293.JPG
3262337;DSCN8737.JPG;COLHER;2;3;TAPETE;INTERNO;NOITE;COLHER_2_3_TAPETE_INTERNO_NOITE_DSCN8737.JPG
3224610;DSCN8144.JPG;COLHER;3;1;ASSOALHO;INTERNO;DIA;COLHER_3_1_ASSOALHO_INTERNO_DIA_DSCN8144.JPG
3115874;DSCN8599.JPG;COLHER;3;1;ASSOALHO;INTERNO;NOITE;COLHER_3_1_ASSOALHO_INTERNO_NOITE_DSCN8599.JPG
2998104;DSCN7967.JPG;COLHER;3;1;BRANCO;EXTERNO;DIA;COLHER_3_1_BRANCO_EXTERNO_DIA_DSCN7967.JPG
3109516;DSCN9223.JPG;COLHER;3;1;BRANCO;EXTERNO;NOITE;COLHER_3_1_BRANCO_EXTERNO_NOITE_DSCN9223.JPG
3072814;DSCN8427.JPG;COLHER;3;1;BRANCO;INTERNO;DIA;COLHER_3_1_BRANCO_INTERNO_DIA_DSCN8427.JPG
3015883;DSCN8881.JPG;COLHER;3;1;BRANCO;INTERNO;NOITE;COLHER_3_1_BRANCO_INTERNO_NOITE_DSCN8881.JPG
3336114;DSCN7710.JPG;COLHER;3;1;PEDRA;EXTERNO;DIA;COLHER_3_1_PEDRA_EXTERNO_DIA_DSCN7710.JPG
3217956;DSCN9031.JPG;COLHER;3;1;PEDRA;EXTERNO;NOITE;COLHER_3_1_PEDRA_EXTERNO_NOITE_DSCN9031.JPG
3357818;DSCN7839.JPG;COLHER;3;1;TAPETE;EXTERNO;DIA;COLHER_3_1_TAPETE_EXTERNO_DIA_DSCN7839.JPG
3223304;DSCN9124.JPG;COLHER;3;1;TAPETE;EXTERNO;NOITE;COLHER_3_1_TAPETE_EXTERNO_NOITE_DSCN9124.JPG
3234735;DSCN8294.JPG;COLHER;3;1;TAPETE;INTERNO;DIA;COLHER_3_1_TAPETE_INTERNO_DIA_DSCN8294.JPG
3314690;DSCN8738.JPG;COLHER;3;1;TAPETE;INTERNO;NOITE;COLHER_3_1_TAPETE_INTERNO_NOITE_DSCN8738.JPG
3133306;DSCN8145.JPG;COLHER;3;2;ASSOALHO;INTERNO;DIA;COLHER_3_2_ASSOALHO_INTERNO_DIA_DSCN8145.JPG
3237662;DSCN8600.JPG;COLHER;3;2;ASSOALHO;INTERNO;NOITE;COLHER_3_2_ASSOALHO_INTERNO_NOITE_DSCN8600.JPG
2995461;DSCN7968.JPG;COLHER;3;2;BRANCO;EXTERNO;DIA;COLHER_3_2_BRANCO_EXTERNO_DIA_DSCN7968.JPG
3148886;DSCN9224.JPG;COLHER;3;2;BRANCO;EXTERNO;NOITE;COLHER_3_2_BRANCO_EXTERNO_NOITE_DSCN9224.JPG
3085278;DSCN8428.JPG;COLHER;3;2;BRANCO;INTERNO;DIA;COLHER_3_2_BRANCO_INTERNO_DIA_DSCN8428.JPG
3012426;DSCN8882.JPG;COLHER;3;2;BRANCO;INTERNO;NOITE;COLHER_3_2_BRANCO_INTERNO_NOITE_DSCN8882.JPG
3325534;DSCN7711.JPG;COLHER;3;2;PEDRA;EXTERNO;DIA;COLHER_3_2_PEDRA_EXTERNO_DIA_DSCN7711.JPG
3210438;DSCN9032.JPG;COLHER;3;2;PEDRA;EXTERNO;NOITE;COLHER_3_2_PEDRA_EXTERNO_NOITE_DSCN9032.JPG
3260255;DSCN7840.JPG;COLHER;3;2;TAPETE;EXTERNO;DIA;COLHER_3_2_TAPETE_EXTERNO_DIA_DSCN7840.JPG
3303886;DSCN9125.JPG;COLHER;3;2;TAPETE;EXTERNO;NOITE;COLHER_3_2_TAPETE_EXTERNO_NOITE_DSCN9125.JPG
3330051;DSCN8295.JPG;COLHER;3;2;TAPETE;INTERNO;DIA;COLHER_3_2_TAPETE_INTERNO_DIA_DSCN8295.JPG
3272956;DSCN8739.JPG;COLHER;3;2;TAPETE;INTERNO;NOITE;COLHER_3_2_TAPETE_INTERNO_NOITE_DSCN8739.JPG
2983074;DSCN8146.JPG;COLHER;3;3;ASSOALHO;INTERNO;DIA;COLHER_3_3_ASSOALHO_INTERNO_DIA_DSCN8146.JPG
3146546;DSCN8601.JPG;COLHER;3;3;ASSOALHO;INTERNO;NOITE;COLHER_3_3_ASSOALHO_INTERNO_NOITE_DSCN8601.JPG
2995161;DSCN7969.JPG;COLHER;3;3;BRANCO;EXTERNO;DIA;COLHER_3_3_BRANCO_EXTERNO_DIA_DSCN7969.JPG
3118909;DSCN9225.JPG;COLHER;3;3;BRANCO;EXTERNO;NOITE;COLHER_3_3_BRANCO_EXTERNO_NOITE_DSCN9225.JPG
3085918;DSCN8429.JPG;COLHER;3;3;BRANCO;INTERNO;DIA;COLHER_3_3_BRANCO_INTERNO_DIA_DSCN8429.JPG
3024630;DSCN8883.JPG;COLHER;3;3;BRANCO;INTERNO;NOITE;COLHER_3_3_BRANCO_INTERNO_NOITE_DSCN8883.JPG
3241717;DSCN7712.JPG;COLHER;3;3;PEDRA;EXTERNO;DIA;COLHER_3_3_PEDRA_EXTERNO_DIA_DSCN7712.JPG
3160004;DSCN9033.JPG;COLHER;3;3;PEDRA;EXTERNO;NOITE;COLHER_3_3_PEDRA_EXTERNO_NOITE_DSCN9033.JPG
3261393;DSCN7841.JPG;COLHER;3;3;TAPETE;EXTERNO;DIA;COLHER_3_3_TAPETE_EXTERNO_DIA_DSCN7841.JPG
3242667;DSCN9126.JPG;COLHER;3;3;TAPETE;EXTERNO;NOITE;COLHER_3_3_TAPETE_EXTERNO_NOITE_DSCN9126.JPG
3251318;DSCN8297.JPG;COLHER;3;3;TAPETE;INTERNO;DIA;COLHER_3_3_TAPETE_INTERNO_DIA_DSCN8297.JPG
3224142;DSCN8740.JPG;COLHER;3;3;TAPETE;INTERNO;NOITE;COLHER_3_3_TAPETE_INTERNO_NOITE_DSCN8740.JPG
2876805;DSCN8270.JPG;COLHER;4;1;ASSOALHO;INTERNO;DIA;COLHER_4_1_ASSOALHO_INTERNO_DIA_DSCN8270.JPG
3282067;DSCN8602.JPG;COLHER;4;1;ASSOALHO;INTERNO;NOITE;COLHER_4_1_ASSOALHO_INTERNO_NOITE_DSCN8602.JPG
2989747;DSCN7970.JPG;COLHER;4;1;BRANCO;EXTERNO;DIA;COLHER_4_1_BRANCO_EXTERNO_DIA_DSCN7970.JPG
3085487;DSCN9226.JPG;COLHER;4;1;BRANCO;EXTERNO;NOITE;COLHER_4_1_BRANCO_EXTERNO_NOITE_DSCN9226.JPG
3075496;DSCN8430.JPG;COLHER;4;1;BRANCO;INTERNO;DIA;COLHER_4_1_BRANCO_INTERNO_DIA_DSCN8430.JPG
2990832;DSCN8884.JPG;COLHER;4;1;BRANCO;INTERNO;NOITE;COLHER_4_1_BRANCO_INTERNO_NOITE_DSCN8884.JPG
3250662;DSCN7713.JPG;COLHER;4;1;PEDRA;EXTERNO;DIA;COLHER_4_1_PEDRA_EXTERNO_DIA_DSCN7713.JPG
3155383;DSCN9034.JPG;COLHER;4;1;PEDRA;EXTERNO;NOITE;COLHER_4_1_PEDRA_EXTERNO_NOITE_DSCN9034.JPG
3243821;DSCN7842.JPG;COLHER;4;1;TAPETE;EXTERNO;DIA;COLHER_4_1_TAPETE_EXTERNO_DIA_DSCN7842.JPG
3209578;DSCN9127.JPG;COLHER;4;1;TAPETE;EXTERNO;NOITE;COLHER_4_1_TAPETE_EXTERNO_NOITE_DSCN9127.JPG
3231226;DSCN8298.JPG;COLHER;4;1;TAPETE;INTERNO;DIA;COLHER_4_1_TAPETE_INTERNO_DIA_DSCN8298.JPG
3235514;DSCN8741.JPG;COLHER;4;1;TAPETE;INTERNO;NOITE;COLHER_4_1_TAPETE_INTERNO_NOITE_DSCN8741.JPG
3106133;DSCN8271.JPG;COLHER;4;2;ASSOALHO;INTERNO;DIA;COLHER_4_2_ASSOALHO_INTERNO_DIA_DSCN8271.JPG
3250507;DSCN8603.JPG;COLHER;4;2;ASSOALHO;INTERNO;NOITE;COLHER_4_2_ASSOALHO_INTERNO_NOITE_DSCN8603.JPG
3156597;DSCN7971.JPG;COLHER;4;2;BRANCO;EXTERNO;DIA;COLHER_4_2_BRANCO_EXTERNO_DIA_DSCN7971.JPG
3132201;DSCN9227.JPG;COLHER;4;2;BRANCO;EXTERNO;NOITE;COLHER_4_2_BRANCO_EXTERNO_NOITE_DSCN9227.JPG
3068459;DSCN8431.JPG;COLHER;4;2;BRANCO;INTERNO;DIA;COLHER_4_2_BRANCO_INTERNO_DIA_DSCN8431.JPG
2991197;DSCN8885.JPG;COLHER;4;2;BRANCO;INTERNO;NOITE;COLHER_4_2_BRANCO_INTERNO_NOITE_DSCN8885.JPG
3256264;DSCN7714.JPG;COLHER;4;2;PEDRA;EXTERNO;DIA;COLHER_4_2_PEDRA_EXTERNO_DIA_DSCN7714.JPG
3323406;DSCN9035.JPG;COLHER;4;2;PEDRA;EXTERNO;NOITE;COLHER_4_2_PEDRA_EXTERNO_NOITE_DSCN9035.JPG
3304625;DSCN7843.JPG;COLHER;4;2;TAPETE;EXTERNO;DIA;COLHER_4_2_TAPETE_EXTERNO_DIA_DSCN7843.JPG
3250772;DSCN9128.JPG;COLHER;4;2;TAPETE;EXTERNO;NOITE;COLHER_4_2_TAPETE_EXTERNO_NOITE_DSCN9128.JPG
3274107;DSCN8299.JPG;COLHER;4;2;TAPETE;INTERNO;DIA;COLHER_4_2_TAPETE_INTERNO_DIA_DSCN8299.JPG
3154912;DSCN8742.JPG;COLHER;4;2;TAPETE;INTERNO;NOITE;COLHER_4_2_TAPETE_INTERNO_NOITE_DSCN8742.JPG
2987221;DSCN8272.JPG;COLHER;4;3;ASSOALHO;INTERNO;DIA;COLHER_4_3_ASSOALHO_INTERNO_DIA_DSCN8272.JPG
3332133;DSCN8604.JPG;COLHER;4;3;ASSOALHO;INTERNO;NOITE;COLHER_4_3_ASSOALHO_INTERNO_NOITE_DSCN8604.JPG
2996244;DSCN7972.JPG;COLHER;4;3;BRANCO;EXTERNO;DIA;COLHER_4_3_BRANCO_EXTERNO_DIA_DSCN7972.JPG
3142890;DSCN9228.JPG;COLHER;4;3;BRANCO;EXTERNO;NOITE;COLHER_4_3_BRANCO_EXTERNO_NOITE_DSCN9228.JPG
3072386;DSCN8432.JPG;COLHER;4;3;BRANCO;INTERNO;DIA;COLHER_4_3_BRANCO_INTERNO_DIA_DSCN8432.JPG
2999582;DSCN8886.JPG;COLHER;4;3;BRANCO;INTERNO;NOITE;COLHER_4_3_BRANCO_INTERNO_NOITE_DSCN8886.JPG
3257185;DSCN7715.JPG;COLHER;4;3;PEDRA;EXTERNO;DIA;COLHER_4_3_PEDRA_EXTERNO_DIA_DSCN7715.JPG
3330417;DSCN9036.JPG;COLHER;4;3;PEDRA;EXTERNO;NOITE;COLHER_4_3_PEDRA_EXTERNO_NOITE_DSCN9036.JPG
3280361;DSCN7844.JPG;COLHER;4;3;TAPETE;EXTERNO;DIA;COLHER_4_3_TAPETE_EXTERNO_DIA_DSCN7844.JPG
3243083;DSCN9129.JPG;COLHER;4;3;TAPETE;EXTERNO;NOITE;COLHER_4_3_TAPETE_EXTERNO_NOITE_DSCN9129.JPG
3291109;DSCN8300.JPG;COLHER;4;3;TAPETE;INTERNO;DIA;COLHER_4_3_TAPETE_INTERNO_DIA_DSCN8300.JPG
3324931;DSCN8743.JPG;COLHER;4;3;TAPETE;INTERNO;NOITE;COLHER_4_3_TAPETE_INTERNO_NOITE_DSCN8743.JPG
3025821;DSCN8147.JPG;COLHER;5;1;ASSOALHO;INTERNO;DIA;COLHER_5_1_ASSOALHO_INTERNO_DIA_DSCN8147.JPG
3008695;DSCN8605.JPG;COLHER;5;1;ASSOALHO;INTERNO;NOITE;COLHER_5_1_ASSOALHO_INTERNO_NOITE_DSCN8605.JPG
2994780;DSCN7973.JPG;COLHER;5;1;BRANCO;EXTERNO;DIA;COLHER_5_1_BRANCO_EXTERNO_DIA_DSCN7973.JPG
3097553;DSCN9229.JPG;COLHER;5;1;BRANCO;EXTERNO;NOITE;COLHER_5_1_BRANCO_EXTERNO_NOITE_DSCN9229.JPG
3084679;DSCN8433.JPG;COLHER;5;1;BRANCO;INTERNO;DIA;COLHER_5_1_BRANCO_INTERNO_DIA_DSCN8433.JPG
3019355;DSCN8887.JPG;COLHER;5;1;BRANCO;INTERNO;NOITE;COLHER_5_1_BRANCO_INTERNO_NOITE_DSCN8887.JPG
3386970;DSCN7716.JPG;COLHER;5;1;PEDRA;EXTERNO;DIA;COLHER_5_1_PEDRA_EXTERNO_DIA_DSCN7716.JPG
3185177;DSCN9037.JPG;COLHER;5;1;PEDRA;EXTERNO;NOITE;COLHER_5_1_PEDRA_EXTERNO_NOITE_DSCN9037.JPG
3218206;DSCN7845.JPG;COLHER;5;1;TAPETE;EXTERNO;DIA;COLHER_5_1_TAPETE_EXTERNO_DIA_DSCN7845.JPG
3224397;DSCN9130.JPG;COLHER;5;1;TAPETE;EXTERNO;NOITE;COLHER_5_1_TAPETE_EXTERNO_NOITE_DSCN9130.JPG
3329424;DSCN8301.JPG;COLHER;5;1;TAPETE;INTERNO;DIA;COLHER_5_1_TAPETE_INTERNO_DIA_DSCN8301.JPG
3283376;DSCN8744.JPG;COLHER;5;1;TAPETE;INTERNO;NOITE;COLHER_5_1_TAPETE_INTERNO_NOITE_DSCN8744.JPG
3234892;DSCN8148.JPG;COLHER;5;2;ASSOALHO;INTERNO;DIA;COLHER_5_2_ASSOALHO_INTERNO_DIA_DSCN8148.JPG
3241441;DSCN8606.JPG;COLHER;5;2;ASSOALHO;INTERNO;NOITE;COLHER_5_2_ASSOALHO_INTERNO_NOITE_DSCN8606.JPG
2997057;DSCN7974.JPG;COLHER;5;2;BRANCO;EXTERNO;DIA;COLHER_5_2_BRANCO_EXTERNO_DIA_DSCN7974.JPG
3119310;DSCN9230.JPG;COLHER;5;2;BRANCO;EXTERNO;NOITE;COLHER_5_2_BRANCO_EXTERNO_NOITE_DSCN9230.JPG
3089214;DSCN8434.JPG;COLHER;5;2;BRANCO;INTERNO;DIA;COLHER_5_2_BRANCO_INTERNO_DIA_DSCN8434.JPG
3017050;DSCN8888.JPG;COLHER;5;2;BRANCO;INTERNO;NOITE;COLHER_5_2_BRANCO_INTERNO_NOITE_DSCN8888.JPG
3327103;DSCN7717.JPG;COLHER;5;2;PEDRA;EXTERNO;DIA;COLHER_5_2_PEDRA_EXTERNO_DIA_DSCN7717.JPG
3298373;DSCN9038.JPG;COLHER;5;2;PEDRA;EXTERNO;NOITE;COLHER_5_2_PEDRA_EXTERNO_NOITE_DSCN9038.JPG
3286527;DSCN7846.JPG;COLHER;5;2;TAPETE;EXTERNO;DIA;COLHER_5_2_TAPETE_EXTERNO_DIA_DSCN7846.JPG
3192464;DSCN9131.JPG;COLHER;5;2;TAPETE;EXTERNO;NOITE;COLHER_5_2_TAPETE_EXTERNO_NOITE_DSCN9131.JPG
3253118;DSCN8302.JPG;COLHER;5;2;TAPETE;INTERNO;DIA;COLHER_5_2_TAPETE_INTERNO_DIA_DSCN8302.JPG
3276399;DSCN8745.JPG;COLHER;5;2;TAPETE;INTERNO;NOITE;COLHER_5_2_TAPETE_INTERNO_NOITE_DSCN8745.JPG
2982587;DSCN8149.JPG;COLHER;5;3;ASSOALHO;INTERNO;DIA;COLHER_5_3_ASSOALHO_INTERNO_DIA_DSCN8149.JPG
3151786;DSCN8607.JPG;COLHER;5;3;ASSOALHO;INTERNO;NOITE;COLHER_5_3_ASSOALHO_INTERNO_NOITE_DSCN8607.JPG
2995904;DSCN7975.JPG;COLHER;5;3;BRANCO;EXTERNO;DIA;COLHER_5_3_BRANCO_EXTERNO_DIA_DSCN7975.JPG
3116167;DSCN9231.JPG;COLHER;5;3;BRANCO;EXTERNO;NOITE;COLHER_5_3_BRANCO_EXTERNO_NOITE_DSCN9231.JPG
3098451;DSCN8435.JPG;COLHER;5;3;BRANCO;INTERNO;DIA;COLHER_5_3_BRANCO_INTERNO_DIA_DSCN8435.JPG
3026509;DSCN8889.JPG;COLHER;5;3;BRANCO;INTERNO;NOITE;COLHER_5_3_BRANCO_INTERNO_NOITE_DSCN8889.JPG
3248668;DSCN7718.JPG;COLHER;5;3;PEDRA;EXTERNO;DIA;COLHER_5_3_PEDRA_EXTERNO_DIA_DSCN7718.JPG
3332067;DSCN9039.JPG;COLHER;5;3;PEDRA;EXTERNO;NOITE;COLHER_5_3_PEDRA_EXTERNO_NOITE_DSCN9039.JPG
3235235;DSCN7847.JPG;COLHER;5;3;TAPETE;EXTERNO;DIA;COLHER_5_3_TAPETE_EXTERNO_DIA_DSCN7847.JPG
3215897;DSCN9132.JPG;COLHER;5;3;TAPETE;EXTERNO;NOITE;COLHER_5_3_TAPETE_EXTERNO_NOITE_DSCN9132.JPG
3315623;DSCN8303.JPG;COLHER;5;3;TAPETE;INTERNO;DIA;COLHER_5_3_TAPETE_INTERNO_DIA_DSCN8303.JPG
3194153;DSCN8746.JPG;COLHER;5;3;TAPETE;INTERNO;NOITE;COLHER_5_3_TAPETE_INTERNO_NOITE_DSCN8746.JPG
2906935;DSCN8236.JPG;COPO;1;1;ASSOALHO;INTERNO;DIA;COPO_1_1_ASSOALHO_INTERNO_DIA_DSCN8236.JPG
3251537;DSCN8690.JPG;COPO;1;1;ASSOALHO;INTERNO;NOITE;COPO_1_1_ASSOALHO_INTERNO_NOITE_DSCN8690.JPG
2934763;DSCN8076.JPG;COPO;1;1;BRANCO;EXTERNO;DIA;COPO_1_1_BRANCO_EXTERNO_DIA_DSCN8076.JPG
3144064;DSCN9286.JPG;COPO;1;1;BRANCO;EXTERNO;NOITE;COPO_1_1_BRANCO_EXTERNO_NOITE_DSCN9286.JPG
3090645;DSCN8521.JPG;COPO;1;1;BRANCO;INTERNO;DIA;COPO_1_1_BRANCO_INTERNO_DIA_DSCN8521.JPG
3022003;DSCN8975.JPG;COPO;1;1;BRANCO;INTERNO;NOITE;COPO_1_1_BRANCO_INTERNO_NOITE_DSCN8975.JPG
3207372;DSCN7817.JPG;COPO;1;1;PEDRA;EXTERNO;DIA;COPO_1_1_PEDRA_EXTERNO_DIA_DSCN7817.JPG
3165142;DSCN9094.JPG;COPO;1;1;PEDRA;EXTERNO;NOITE;COPO_1_1_PEDRA_EXTERNO_NOITE_DSCN9094.JPG
3258625;DSCN7945.JPG;COPO;1;1;TAPETE;EXTERNO;DIA;COPO_1_1_TAPETE_EXTERNO_DIA_DSCN7945.JPG
3241349;DSCN9187.JPG;COPO;1;1;TAPETE;EXTERNO;NOITE;COPO_1_1_TAPETE_EXTERNO_NOITE_DSCN9187.JPG
3106101;DSCN8393.JPG;COPO;1;1;TAPETE;INTERNO;DIA;COPO_1_1_TAPETE_INTERNO_DIA_DSCN8393.JPG
3314671;DSCN8832.JPG;COPO;1;1;TAPETE;INTERNO;NOITE;COPO_1_1_TAPETE_INTERNO_NOITE_DSCN8832.JPG
2888560;DSCN8237.JPG;COPO;1;2;ASSOALHO;INTERNO;DIA;COPO_1_2_ASSOALHO_INTERNO_DIA_DSCN8237.JPG
3286577;DSCN8691.JPG;COPO;1;2;ASSOALHO;INTERNO;NOITE;COPO_1_2_ASSOALHO_INTERNO_NOITE_DSCN8691.JPG
2968158;DSCN8077.JPG;COPO;1;2;BRANCO;EXTERNO;DIA;COPO_1_2_BRANCO_EXTERNO_DIA_DSCN8077.JPG
3097874;DSCN9287.JPG;COPO;1;2;BRANCO;EXTERNO;NOITE;COPO_1_2_BRANCO_EXTERNO_NOITE_DSCN9287.JPG
3090429;DSCN8523.JPG;COPO;1;2;BRANCO;INTERNO;DIA;COPO_1_2_BRANCO_INTERNO_DIA_DSCN8523.JPG
3024888;DSCN8976.JPG;COPO;1;2;BRANCO;INTERNO;NOITE;COPO_1_2_BRANCO_INTERNO_NOITE_DSCN8976.JPG
3246990;DSCN7818.JPG;COPO;1;2;PEDRA;EXTERNO;DIA;COPO_1_2_PEDRA_EXTERNO_DIA_DSCN7818.JPG
3190909;DSCN9095.JPG;COPO;1;2;PEDRA;EXTERNO;NOITE;COPO_1_2_PEDRA_EXTERNO_NOITE_DSCN9095.JPG
3359041;DSCN7946.JPG;COPO;1;2;TAPETE;EXTERNO;DIA;COPO_1_2_TAPETE_EXTERNO_DIA_DSCN7946.JPG
3245864;DSCN9188.JPG;COPO;1;2;TAPETE;EXTERNO;NOITE;COPO_1_2_TAPETE_EXTERNO_NOITE_DSCN9188.JPG
3292589;DSCN8394.JPG;COPO;1;2;TAPETE;INTERNO;DIA;COPO_1_2_TAPETE_INTERNO_DIA_DSCN8394.JPG
3221686;DSCN8833.JPG;COPO;1;2;TAPETE;INTERNO;NOITE;COPO_1_2_TAPETE_INTERNO_NOITE_DSCN8833.JPG
3347990;DSCN8238.JPG;COPO;1;3;ASSOALHO;INTERNO;DIA;COPO_1_3_ASSOALHO_INTERNO_DIA_DSCN8238.JPG
